,Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
54791,650268d773dda577cd5383bdcdc44d0341e11fe281fd11965e361d382d12c4ea,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19358499999999998,51.494115,On or near Redfield Lane,E01002850,Kensington and Chelsea 013D,Violence and sexual offences,Under investigation,
54792,2e77f25eac6a38fd5aa2896ce471f72fd2fe43456ea74006d756116cca3c1f34,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19358499999999998,51.494115,On or near Redfield Lane,E01002850,Kensington and Chelsea 013D,Violence and sexual offences,Unable to prosecute suspect,
54793,438f015be2f97598400e1c04d2937c4d933fda9f62b4b482b0bc2ad933c021fb,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19364800000000001,51.492173,On or near Supermarket,E01002850,Kensington and Chelsea 013D,Violence and sexual offences,Unable to prosecute suspect,
54794,63fca1f75339917ac26c702788ced37df77369a93bace30243b372833b708fce,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.190912,51.493957,On or near Knaresborough Place,E01002850,Kensington and Chelsea 013D,Violence and sexual offences,Investigation complete; no suspect identified,
54795,cb3422e3145fff024e267e0b8be72caba5c68793a734c473818813915ba453d0,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19364800000000001,51.492173,On or near Supermarket,E01002850,Kensington and Chelsea 013D,Violence and sexual offences,Unable to prosecute suspect,
54796,f7e6049ee6d52ab8d3d53be01201de521e7a7748c3d4c5fceff97d34956865b8,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19358499999999998,51.494115,On or near Redfield Lane,E01002850,Kensington and Chelsea 013D,Violence and sexual offences,Under investigation,
54797,bf23e39260ce5ed75deabaf67ad7e921acbdaf0ad4f550eba2301a5ca252e9e2,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.192762,51.493437,On or near Kenway Road,E01002850,Kensington and Chelsea 013D,Violence and sexual offences,Unable to prosecute suspect,
54869,a43dde8129a7c9a56411b880c031c1bd4184ea3fe6cc328cef701857faeb8db0,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17361,51.495765999999996,On or near Cromwell Road,E01002821,Kensington and Chelsea 014A,Violence and sexual offences,Under investigation,
54870,047fd6d0c5fe74e5b280a170a3bd2a8926fd9cd303b7fdc9720a1ab8d131c894,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.16940999999999998,51.495251,On or near Alexander Square,E01002821,Kensington and Chelsea 014A,Violence and sexual offences,Unable to prosecute suspect,
54871,395d4881cf645723f80e981190ed7f535e09d957cd8e4792cd6a0dd9c345d64a,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.170627,51.495072,On or near Thurloe Close,E01002821,Kensington and Chelsea 014A,Violence and sexual offences,Under investigation,
54872,76f58a540c7fbb5e4067038c3b2dcc7871cf623958f8e1503e58a3bce9dacbe0,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.175274,51.494515,On or near Cromwell Mews,E01002821,Kensington and Chelsea 014A,Violence and sexual offences,Investigation complete; no suspect identified,
54873,17c09a01182209cf3a27198ab7c7622cef8016f50328c19b3f8835e4cdb4fb77,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.1756,51.493558,On or near Glendower Place,E01002821,Kensington and Chelsea 014A,Violence and sexual offences,Unable to prosecute suspect,
54874,c9d78299d5a4aad2d5f153bd49d372f4c4bdd257bbb5a6ab67b475013aab38e2,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.1756,51.493558,On or near Glendower Place,E01002821,Kensington and Chelsea 014A,Violence and sexual offences,Under investigation,
54875,8c878c721e4174cabc3bf1e7f453096d092f05a6afdd36a1eeda659c51ecddb0,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.173312,51.494592,On or near Exhibition Road,E01002821,Kensington and Chelsea 014A,Violence and sexual offences,Investigation complete; no suspect identified,
54889,2bcc6076cde3c860392e6ee702895b12432614316443aa4976f32d8b9dceb439,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.168782,51.491869,On or near Ixworth Place,E01002823,Kensington and Chelsea 014B,Violence and sexual offences,Unable to prosecute suspect,
54903,a697c3539d7431f8f4f6249a9f1625965c24aa8a7cdd011dd16f36f3dae69c8c,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.165365,51.49338,On or near Denyer Street,E01002858,Kensington and Chelsea 014C,Violence and sexual offences,Unable to prosecute suspect,
54904,02c086c62ad58f421d699f7215b16ef0c3c1c882b545707c4ca1e520dc66c721,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.164838,51.492517,On or near Draycott Avenue,E01002858,Kensington and Chelsea 014C,Violence and sexual offences,Unable to prosecute suspect,
54919,12ac864eb9bd501c3eeed8d10ae6edce128ce35030a977596ba6ed298f52eeee,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.164938,51.490019000000004,On or near Markham Square,E01002861,Kensington and Chelsea 014D,Violence and sexual offences,Unable to prosecute suspect,
54926,d23e14967c8030e2daec83b893018585099b7fb1e1c22ec7cb92eed9c92fea4a,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.16835799999999998,51.491314,On or near Marlborough Street,E01002862,Kensington and Chelsea 014E,Violence and sexual offences,Under investigation,
54927,257f48280ba4455d81b04d641d44abb3f4350691c467bc71b875c438438510c4,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.16835799999999998,51.491314,On or near Marlborough Street,E01002862,Kensington and Chelsea 014E,Violence and sexual offences,Unable to prosecute suspect,
54947,c79d96c9eac004ee3b6c115b6c36a68e2f544bd39a0377b97259c71454154ba0,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.20076,51.492642,On or near West Cromwell Road,E01002814,Kensington and Chelsea 015A,Violence and sexual offences,Unable to prosecute suspect,
54948,67057a76eb96cf95ab49db1fcdb10ab9221246e168f9ed3c818b2d661dfdca23,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.203248,51.49715,On or near St Mary Abbot'S Place,E01002814,Kensington and Chelsea 015A,Violence and sexual offences,Unable to prosecute suspect,
54949,c807e862481bbcc102b5d62fbd303e943470563d588f2e5ac6ef9be355d5df8b,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.20191900000000002,51.493567999999996,On or near Fenelon Place,E01002814,Kensington and Chelsea 015A,Violence and sexual offences,Unable to prosecute suspect,
54983,508f41b9bc4bc3c56c00cbfe5b72d601971032b7ec90224a5661134666955d6f,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.195865,51.492917999999996,On or near Templeton Place,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Under investigation,
54984,a3dfd02f48145793db0fa19d4a6da2b34e2322d57baa4553e610f5aaffeb9ceb,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.193261,51.491763,On or near Old Manor Yard,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Unable to prosecute suspect,
54985,1e08072683bf3fbe09cd2d26f0ce0ad200ec980c4d7a8d18413926d90a4fe055,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19372999999999999,51.490808,On or near Penywern Road,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Unable to prosecute suspect,
54986,84d6f5ff6cf5d3a181511683619d200396eb0c1fe94aee5898f77a78f68ca3e0,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19372999999999999,51.490808,On or near Penywern Road,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Under investigation,
54987,e7718e9205b4148814cb21ae2969243c84060505fb0dd61845c22563d7205076,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.195214,51.49155,On or near Trebovir Road,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Under investigation,
54988,39aeca80de892b3a068fdb103cb9534860ac31a5897a63a09f8db58eb6c13800,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19372999999999999,51.490808,On or near Penywern Road,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Unable to prosecute suspect,
54989,25cdaae1b2d42d183d9a1d4dadade2281a1cf2ee8e361cb739e0331a46b34b90,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.195214,51.49155,On or near Trebovir Road,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Under investigation,
54990,7f414d307cbf6aed91ff70f5d8572753d184e9e1f93f295bcdc965fe110142d5,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.195865,51.492917999999996,On or near Templeton Place,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Awaiting court outcome,
54991,0a8f55ba79cafcc219f13e09595a2fdf4722b50224789c10e9457a21999c034a,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19372999999999999,51.490808,On or near Penywern Road,E01002847,Kensington and Chelsea 015B,Violence and sexual offences,Under investigation,
55013,4d1a1bfe4dfa2b27c6574bcd0c8421193b36a3b655a3f4c4cead1264e75208bd,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.196654,51.491563,On or near Nevern Square,E01002848,Kensington and Chelsea 015C,Violence and sexual offences,Under investigation,
55014,11df92f67ad7b3bdd9c790d335c41f12cea42e73a71afde7137d4c92c361f252,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.199977,51.49094,On or near Philbeach Gardens,E01002848,Kensington and Chelsea 015C,Violence and sexual offences,Unable to prosecute suspect,
55015,6a5b26a78724d4e469c5837f8115091526b7162946db033c95193bf2d32e8b67,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.20000199999999999,51.492496,On or near Cluny Mews,E01002848,Kensington and Chelsea 015C,Violence and sexual offences,Investigation complete; no suspect identified,
55016,f0cd11df4ed6f236af1f1e0fb87fc4ca3f7bad2213c0b5ae1361b72df86d2f27,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.196654,51.491563,On or near Nevern Square,E01002848,Kensington and Chelsea 015C,Violence and sexual offences,Unable to prosecute suspect,
55036,7bcd84f7a87c44d65fa620e54a6cf6dfbaf8572f018ffb7478970ccbb669b770,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19808399999999998,51.492925,On or near Nevern Road,E01002851,Kensington and Chelsea 015D,Violence and sexual offences,Investigation complete; no suspect identified,
55037,779c9ced9e375e5fe25d8c60cb262b72d5dcd512b3e8a0c943811734339765b6,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19808399999999998,51.492925,On or near Nevern Road,E01002851,Kensington and Chelsea 015D,Violence and sexual offences,Unable to prosecute suspect,
55038,4d6bf8372d7ce9c50f041eecd2820c19c0e2832b809e6a3ac8a035215e372b2e,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.194321,51.492551,On or near Nightclub,E01002851,Kensington and Chelsea 015D,Violence and sexual offences,Unable to prosecute suspect,
55039,8e34d756fc9cf9c252aa152b1701966514d72f84a8137ebc4208b6cb2db2e95f,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.194321,51.492551,On or near Nightclub,E01002851,Kensington and Chelsea 015D,Violence and sexual offences,Unable to prosecute suspect,
55040,0e51912725e34379eb772cc125e14f3cc838b8ffe1d43089ff10570ce9031d80,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19808399999999998,51.492925,On or near Nevern Road,E01002851,Kensington and Chelsea 015D,Violence and sexual offences,Unable to prosecute suspect,
55093,638ec7bf7c77d2850cf55d91e35ba5ea8c0f2ccd689c3befcde3d7129ebdd999,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17946900000000002,51.494076,On or near Stanhope Mews East,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Unable to prosecute suspect,
55094,adfe43daf1be854e911a09051dc495ac36757b84ad4b4132e748e145bd493cb5,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.181669,51.493094,On or near Stanhope Mews South,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Unable to prosecute suspect,
55095,8581cf4b4f1519b65793df5974995b038bead2afd679f2e0c610074519dd7ada,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.184308,51.493756,On or near Ashburn Place,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Unable to prosecute suspect,
55096,1231f762f0168e02a3670d45ad38906cfab315e6f748ece3a0a2b3441a81a3d3,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.179975,51.493671,On or near Stanhope Gardens,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Unable to prosecute suspect,
55097,004eb177fd058e7c41f73029238fccd1bb8f650cfd63bd4c7a1750e3506fbc16,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.182988,51.494338,On or near Gloucester Road,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Investigation complete; no suspect identified,
55098,96daae517988118727388550410e1df58b5228c5c11df42823fadf7adfb6ab60,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.179975,51.493671,On or near Stanhope Gardens,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Unable to prosecute suspect,
55099,b387f948f2b209914da8e2b659e47b40b7258e8591cca334b13cc71a9e35dcc7,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.184549,51.494928,On or near Cromwell Road,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Investigation complete; no suspect identified,
55100,c8647bfe145af4236cc5baa7da5ea9834a417e4e10272b1c50f8b5391f10c7c5,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.182988,51.494338,On or near Gloucester Road,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Investigation complete; no suspect identified,
55101,e9d83ee505fac8310d4aee4f3e1774242a9da00761886f74c49bb6b7ec99ce94,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.183338,51.494603999999995,On or near Supermarket,E01002835,Kensington and Chelsea 016C,Violence and sexual offences,Unable to prosecute suspect,
55111,9def7e3e1a9c6490c3de5f9ec372af8de1a139b234e1da154d7e0d4ceadc7038,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.18450899999999998,51.492689,On or near Further/Higher Educational Building,E01002836,Kensington and Chelsea 016D,Violence and sexual offences,Investigation complete; no suspect identified,
55125,6d3759bc243d593c4187906f195cd0ef70583c742163c04dea64a3f12cf9bf6f,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.181251,51.488745,On or near Drayton Gardens,E01002837,Kensington and Chelsea 016E,Violence and sexual offences,Under investigation,
55126,f2f7cbd9fcc8cf1c0c4f5eff15effc85a2bd3329f682f46f5de4bbdd5c4ad64b,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.181251,51.488745,On or near Drayton Gardens,E01002837,Kensington and Chelsea 016E,Violence and sexual offences,Under investigation,
55127,09adf56cf5a86f309ae1e1d796377de7c64dc0c88d7da989e00d552622b9be42,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.180659,51.489167,On or near Roland Way,E01002837,Kensington and Chelsea 016E,Violence and sexual offences,Under investigation,
55128,b10b4d8c37dfb6ec508ba41ea13bb9e34c3bdc8e2eed9683cb7d1a6e58e180d2,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.181645,51.490441,On or near Eagle Place,E01002837,Kensington and Chelsea 016E,Violence and sexual offences,Unable to prosecute suspect,
55179,0d5e102e482d50a50d153ea8fda8529323cc1231a76ba15ed802de19c06c54b3,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17766600000000002,51.492682,On or near Further/Higher Educational Building,E01035713,Kensington and Chelsea 016F,Violence and sexual offences,Unable to prosecute suspect,
55180,44ec5162eda56fbde38187f2e5bd7634bee6d5b05baf45cbb0bc560a8abe9d35,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.177508,51.493749,On or near Reece Mews,E01035713,Kensington and Chelsea 016F,Violence and sexual offences,Unable to prosecute suspect,
55181,82dedeb4c547355f264de0a14bb4acfe88eac61243553146e7d521a25bb5c955,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.177508,51.493749,On or near Reece Mews,E01035713,Kensington and Chelsea 016F,Violence and sexual offences,Investigation complete; no suspect identified,
55188,8266cfa9567366e990de7d89ebb9b4589127a26abe4fab5ec68d8c02185a75e6,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19380899999999998,51.488444,On or near Kramer Mews,E01002846,Kensington and Chelsea 017A,Violence and sexual offences,Investigation complete; no suspect identified,
55189,12f16dbd1c806a5f3529ad98a14dcbb1a05d47ed0d1afe67bbedcc1c743c19af,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19428900000000002,51.487984000000004,On or near A3218,E01002846,Kensington and Chelsea 017A,Violence and sexual offences,Under investigation,
55194,fe1a222693947441879c059d55f85c7cc7970294b31fa3d3c9aa7fa25cfff707,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.190654,51.492469,On or near Barkston Gardens,E01002849,Kensington and Chelsea 017B,Violence and sexual offences,Unable to prosecute suspect,
55206,96a286958a45f493d48614ce7844d281036caf81e3fe2ea80ef4e568269074b1,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.185533,51.485034000000006,On or near Fawcett Street,E01002893,Kensington and Chelsea 017C,Violence and sexual offences,Unable to prosecute suspect,
55207,f6539b19c540d4ae3139c4ee18aa68085613abf3c01706337666a20f2632f5d5,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.185533,51.485034000000006,On or near Fawcett Street,E01002893,Kensington and Chelsea 017C,Violence and sexual offences,Unable to prosecute suspect,
55208,35b5edc4ee141c665e9ace672b74ffb1aef3c9c23315118c665a96a6c0a70738,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.185533,51.485034000000006,On or near Fawcett Street,E01002893,Kensington and Chelsea 017C,Violence and sexual offences,Unable to prosecute suspect,
55209,111a4ef759af03e9a08c6cb6ed860f991bb89c354627c29b797b3bceb2f73165,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.188624,51.487726,On or near Redcliffe Square,E01002893,Kensington and Chelsea 017C,Violence and sexual offences,Unable to prosecute suspect,
55224,cff13c35387bd9dfa72282bf46ab1d8cf3c22127d33d1721835fd0987c8d2ef5,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19150599999999998,51.488409000000004,On or near Wharfedale Street,E01002894,Kensington and Chelsea 017D,Violence and sexual offences,Investigation complete; no suspect identified,
55225,19abbe8a340719c41a1a387023625ed941ccffcd3b50aed448a7d7d3c49c7c8e,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.190771,51.487705,On or near Coleherne Mews,E01002894,Kensington and Chelsea 017D,Violence and sexual offences,Unable to prosecute suspect,
55226,85074189c080999e19e81003359f1fa758bb0dd3e3f0e169f0631839c9d752fd,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.190771,51.487705,On or near Coleherne Mews,E01002894,Kensington and Chelsea 017D,Violence and sexual offences,Unable to prosecute suspect,
55227,ba32f0c3f44713baea33b50cca760ecfc484bd345a4b7959fbb688de42392cd9,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.19150599999999998,51.488409000000004,On or near Wharfedale Street,E01002894,Kensington and Chelsea 017D,Violence and sexual offences,Under investigation,
55235,958900745701ff477d7058f6da9d71e35bafa1433c02c283682f9eeda1b48e78,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.186454,51.488690000000005,On or near The Little Boltons,E01002898,Kensington and Chelsea 017E,Violence and sexual offences,Under investigation,
55240,335fcfd3e348004cc73375882b287f97a4c658f9b523523ce14d6755f358394c,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.167265,51.486944,On or near Chelsea Manor Street,E01002899,Kensington and Chelsea 018A,Violence and sexual offences,Unable to prosecute suspect,
55249,73343bc4e94b7013c25bcf907d0c90dd668e5c942849bd459c9ac46de65e7a3b,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.168562,51.485858,On or near Margaretta Terrace,E01002900,Kensington and Chelsea 018B,Violence and sexual offences,Under investigation,
55250,80979a53a25f43a6d3f8c4e7db635952f4698a279780a71261a2bf971a37cf74,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.165712,51.484365999999994,On or near Cheyne Gardens,E01002900,Kensington and Chelsea 018B,Violence and sexual offences,Under investigation,
55251,83a00e7173d3723be9ef8e9140572f4cd60ff7e90713efdf663019aced3e01c3,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.160799,51.485125,On or near Paradise Walk,E01002900,Kensington and Chelsea 018B,Violence and sexual offences,Investigation complete; no suspect identified,
55252,a5ec8aaa4399a140557847cf1133e10796cf9424634a39241b7785202b8dedc6,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.168562,51.485858,On or near Margaretta Terrace,E01002900,Kensington and Chelsea 018B,Violence and sexual offences,Unable to prosecute suspect,
55264,158212f3a26d73482737590cdd95558ce5ca955ec316bb8cd76a0f176391d4a2,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.152085,51.487272,On or near Chelsea Bridge Road,E01002901,Kensington and Chelsea 018C,Violence and sexual offences,Investigation complete; no suspect identified,
55265,0d65409b853c564b35bd0d30e05a496e388dc337f188726c3e744e158d91bb46,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.15793800000000002,51.484999,On or near Embankment Gardens,E01002901,Kensington and Chelsea 018C,Violence and sexual offences,Investigation complete; no suspect identified,
55266,3d2f33652132df0b1a4d1c010db53208d5c28afd5c1f643084ba4376d4495584,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.156802,51.488174,On or near East Road,E01002901,Kensington and Chelsea 018C,Violence and sexual offences,Investigation complete; no suspect identified,
55303,c38ff485b754b621aa49167182f155b7ff09349cb299d1654d029b52a51ab378,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.155563,51.490663,On or near Holbein Mews,E01002902,Kensington and Chelsea 018D,Violence and sexual offences,Unable to prosecute suspect,
55304,fe3991b7ead0ab69d44fceac8992ab2da63a4cd6cba4749662648ba22f9b6e07,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.161244,51.4904,On or near Parking Area,E01002902,Kensington and Chelsea 018D,Violence and sexual offences,Under investigation,
55305,0b729cb9ac4c5b6dd738ae03b939ae5a4083991e9185275721cd1e5d9764a5fd,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.15703399999999998,51.492764,On or near Sloane Square,E01002902,Kensington and Chelsea 018D,Violence and sexual offences,Investigation complete; no suspect identified,
55306,4c068bd9813a2fd0b38c4e774314cf7ec4c11d6cec026e25e5d437e930f2a840,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.15673800000000002,51.489746999999994,On or near Sloane Court East,E01002902,Kensington and Chelsea 018D,Violence and sexual offences,Investigation complete; no suspect identified,
55346,e299588f37a38a744da546172d2b53833a107b62a1ec4f7219a8fe26d1643aa4,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.16251300000000002,51.489783,On or near Royal Avenue,E01002903,Kensington and Chelsea 018E,Violence and sexual offences,Under investigation,
55347,d88b5119efd6af1c34714acf9a1d7e8042b046472161945d4c01e8472cb1d0ef,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.16301300000000002,51.489521,On or near Wellington Square,E01002903,Kensington and Chelsea 018E,Violence and sexual offences,Investigation complete; no suspect identified,
55348,cbf4898bb45ece53878000fe53b8e988b73a40cdd647ed1b7d8c68c0ffe74060,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.16251300000000002,51.489783,On or near Royal Avenue,E01002903,Kensington and Chelsea 018E,Violence and sexual offences,Unable to prosecute suspect,
55365,5b0ef7af5aec4cb2130fbc8a9b3b9265e93873876acc1aaade50eeb4e8e605e8,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.170797,51.483987,On or near Justice Walk,E01002844,Kensington and Chelsea 019A,Violence and sexual offences,Under investigation,
55366,474180e52d52906c41928573c267487d49493f743f313e422521354971a7a344,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.168451,51.485038,On or near Oakley Street,E01002844,Kensington and Chelsea 019A,Violence and sexual offences,Unable to prosecute suspect,
55367,e9d55fff1e55cd428731000af9402044f0358b044de2aa16274e61fecd3fbcad,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17160899999999998,51.486373,On or near Bramerton Street,E01002844,Kensington and Chelsea 019A,Violence and sexual offences,Investigation complete; no suspect identified,
55368,a312763b9f5a4714ba6ab00678a94402a46f25b7d16d741b15c0fdfe6b56ac6f,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17160899999999998,51.486373,On or near Bramerton Street,E01002844,Kensington and Chelsea 019A,Violence and sexual offences,Unable to prosecute suspect,
55369,effaa4ff1cb220fefebf824f513c4c2be08642b3d27a9a844aec20526f4ed98d,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.168451,51.485038,On or near Oakley Street,E01002844,Kensington and Chelsea 019A,Violence and sexual offences,Unable to prosecute suspect,
55377,c469c47d40b34eff639392486cf46c3a6219ed4f6f307f6d7d0eabafaf2109b1,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17457,51.485079999999996,On or near King'S Road,E01002845,Kensington and Chelsea 019B,Violence and sexual offences,Unable to prosecute suspect,
55411,4dc13427c5079a4a676d47d499aaf89514dd806aa1c423c813aa96cdf8524856,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17911300000000002,51.487093,On or near Drayton Gardens,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Investigation complete; no suspect identified,
55412,bd2eea9ef29099e00f0dbaccc905662b8feaa054bc9bf6f5e7c70b6733178d4a,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.175956,51.484652000000004,On or near Beaufort Street,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Unable to prosecute suspect,
55413,179dc7fabdd5c97a40c4ee52a568df5a3da7e75132849f0ef73fdc714159bd67,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.177056,51.486305,On or near Elm Park Road,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Investigation complete; no suspect identified,
55414,5ec9be55dfb00a7759667231d460353a765cb0124edd852884cadd3126628e52,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.177326,51.483872999999996,On or near Lamont Road Passage,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Unable to prosecute suspect,
55415,e74ce0dc856d2dd5aed2b6cac1596ad58283b5e177c0b218086cf371f5874a35,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.175956,51.484652000000004,On or near Beaufort Street,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Under investigation,
55416,5b4f78d4ed5b5b4119fb829e9eb2860d8a67854d767ad4f4bccd37d830d0af7d,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.177326,51.483872999999996,On or near Lamont Road Passage,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Under investigation,
55417,b6ceec42ccca22a70a0db2e5fc785868122a305a88df5700f08c9436c9cd6ec9,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.175956,51.484652000000004,On or near Beaufort Street,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Under investigation,
55418,3965175cabe988be53ac30e0214aa9e210499c9f08959ba15b3b46dd15c13c32,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.177326,51.483872999999996,On or near Lamont Road Passage,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Investigation complete; no suspect identified,
55419,a6aced66010338104d6604f9ac4a02c2b18e346d7679b55fe105f864177290bf,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.17911300000000002,51.487093,On or near Drayton Gardens,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Investigation complete; no suspect identified,
55420,b915916b382d4b6ff6e9256799ec99cd53ae0b09431a663e472c8fe6fc18f4db,2024-05,Metropolitan Police Service,Metropolitan Police Service,-0.177326,51.483872999999996,On or near Lamont Road Passage,E01002911,Kensington and Chelsea 019D,Violence and sexual offences,Unable to prosecute suspect,
